gene,expression,patient,sample,oncoGene
G29,7.272943562873504,healthy,S52,FALSE
G76,5.277316579472284,healthy,S52,FALSE
G85,8.112372911375195,healthy,S52,FALSE
G21,6.527211650462781,healthy,S52,FALSE
G23,9.209198510318478,healthy,S52,TRUE
G13,7.98297095070405,healthy,S52,FALSE
G4,6.1444046956502865,healthy,S52,FALSE
G90,6.064325443347771,healthy,S52,TRUE
G82,7.829664970013459,healthy,S52,FALSE
G30,7.28019183625797,unknown,S2,TRUE
G40,6.993359254160426,unknown,S2,FALSE
G71,7.828412214542868,unknown,S2,TRUE
G28,6.825538608326196,unknown,S2,FALSE
G108,6.071591848138013,unknown,S2,FALSE
G97,7.749261119963824,unknown,S2,FALSE
G5,7.518439324232408,unknown,S2,FALSE
G66,8.921708977533921,unknown,S2,FALSE
G88,6.969457446590919,unknown,S2,FALSE
G6,8.605618619004785,unknown,S2,FALSE
G107,7.997937719782087,unknown,S2,FALSE
G61,9.227205942413004,unknown,S2,FALSE
G80,7.133795383854982,unknown,S2,FALSE
G14,9.639419333159164,unknown,S2,FALSE
G63,7.368663270965705,unknown,S2,FALSE
G43,8.42592332678374,unknown,S2,TRUE
G41,7.612286876645669,unknown,S2,FALSE
G72,7.890304853955166,unknown,S2,FALSE
G39,7.38662960261919,unknown,S2,FALSE
G37,7.245174443038816,unknown,S2,FALSE
G93,9.005564682046527,unknown,S2,FALSE
G33,7.454236364483248,unknown,S2,FALSE
G18,8.510509840962634,unknown,S2,FALSE
G114,7.704522520968479,unknown,S2,FALSE
G103,8.968126109883034,unknown,S2,FALSE
G48,9.444866390501117,unknown,S2,FALSE
G110,7.3790988430713345,unknown,S2,TRUE
G38,6.002024248464557,unknown,S2,FALSE
G68,6.939439357182282,unknown,S2,TRUE
G11,7.720279352644926,unknown,S2,FALSE
G84,8.123771894931956,unknown,S2,FALSE
G106,6.6007064766211485,unknown,S2,FALSE
G78,8.931130131119149,unknown,S2,FALSE
G16,8.340143513421237,unknown,S2,TRUE
G102,7.309934357103676,unknown,S2,FALSE
G65,9.229221692482835,unknown,S2,FALSE
G46,9.565822981531305,unknown,S2,FALSE
G94,6.905954703539603,unknown,S2,FALSE
G69,10.406266021171195,unknown,S2,FALSE
G116,8.666788855886843,unknown,S2,FALSE
G67,9.149000010443222,unknown,S2,FALSE
G87,9.06524674756519,unknown,S2,FALSE
G89,7.732679347708829,unknown,S2,FALSE
G42,8.14909834643084,unknown,S2,FALSE
G49,10.104969045083784,unknown,S2,FALSE
G34,6.60657910386152,unknown,S2,FALSE
G50,8.398574066014765,unknown,S2,FALSE
G8,9.4272201235315,unknown,S2,FALSE
G79,9.552244496754827,unknown,S2,TRUE
G112,7.978715082745695,unknown,S2,TRUE
G109,7.9653111235849385,unknown,S2,TRUE
G92,9.68471801702745,unknown,S2,FALSE
G58,7.4048476034031,unknown,S2,FALSE
G7,7.951908728949558,unknown,S2,TRUE
G101,8.5448064303703,unknown,S2,FALSE
G77,7.8324472302712564,unknown,S2,FALSE
G31,8.483678371902856,unknown,S2,FALSE
G9,8.098519638920068,unknown,S2,FALSE
G64,8.41149017593716,unknown,S2,FALSE
G35,8.186036153236179,unknown,S2,FALSE
G98,9.371095428355765,unknown,S2,FALSE
G113,6.762745648816638,unknown,S2,FALSE
G22,6.093089846855467,unknown,S2,FALSE
G25,7.579997757397224,unknown,S2,FALSE
G2,7.554593049228102,unknown,S2,FALSE
G32,8.290880268264859,unknown,S2,FALSE
G81,8.504495918539622,unknown,S2,FALSE
G15,8.089727898296873,unknown,S2,FALSE
G51,6.656218825620762,unknown,S2,FALSE
G44,7.680273846184406,unknown,S2,FALSE
G20,8.605639115506538,unknown,S2,FALSE
G95,8.07066042327054,unknown,S2,FALSE
G111,7.1815467243269655,unknown,S2,TRUE
G62,7.596738971850558,unknown,S2,FALSE
G70,7.323951049730124,unknown,S2,FALSE
G24,6.730446324819759,unknown,S2,FALSE
G96,9.56761229390296,unknown,S2,FALSE
G56,7.7609596070621665,unknown,S2,FALSE
G115,5.711628533735539,unknown,S2,FALSE
G36,8.119207526084898,unknown,S2,FALSE
G47,8.534637327897768,unknown,S2,FALSE
G17,7.953997189954514,unknown,S2,FALSE
G19,5.897356323146745,unknown,S2,TRUE
G57,8.210966146972101,unknown,S2,FALSE
G60,7.6566536178252855,unknown,S2,FALSE
G26,9.814652269642258,unknown,S2,FALSE
G27,8.626190634143494,unknown,S2,FALSE
G91,9.474696543513556,unknown,S2,FALSE
G3,8.500630557096061,unknown,S2,FALSE
G75,6.923855813888855,unknown,S2,FALSE
G45,6.684556713107885,unknown,S2,FALSE
G104,9.194417884949255,unknown,S2,FALSE
G10,6.9802521789385406,unknown,S2,FALSE
G83,8.77042959039517,unknown,S2,FALSE
G74,7.384346681983449,unknown,S2,FALSE
G53,8.2099305166633485,unknown,S2,FALSE
G100,7.22992445358004,unknown,S2,FALSE
G54,8.3504789709530165,unknown,S2,FALSE
G99,5.4706565398574,unknown,S2,FALSE
G55,8.269678548201405,unknown,S2,FALSE
G59,8.409548161281597,unknown,S2,FALSE
G86,9.286089152768053,unknown,S2,FALSE
G1,9.335590569273126,unknown,S2,FALSE
G52,8.054550110214326,unknown,S2,FALSE
G12,7.160636529799384,unknown,S2,FALSE
G105,6.349810429939812,unknown,S2,FALSE
G73,8.094320799916467,unknown,S2,FALSE
G29,9.060563101537184,unknown,S2,FALSE
G76,7.834496988314777,unknown,S2,FALSE
G85,6.9918909713199024,unknown,S2,FALSE
G21,8.06045933976411,unknown,S2,FALSE
G23,7.947388869516321,unknown,S2,TRUE
G13,6.223153941013756,unknown,S2,FALSE
G4,8.466555816363847,unknown,S2,FALSE
G90,7.568033388699211,unknown,S2,TRUE
G82,8.689584869781676,unknown,S2,FALSE
G30,7.8306469306783715,healthy,S76,TRUE
G40,7.212061368443246,healthy,S76,FALSE
G71,7.826478030744155,healthy,S76,TRUE
G28,8.495474941759959,healthy,S76,FALSE
G108,8.888453932595977,healthy,S76,FALSE
G97,7.5314590046169485,healthy,S76,FALSE
G5,6.974621060484451,healthy,S76,FALSE
G66,9.04597470513256,healthy,S76,FALSE
G88,7.617096929761119,healthy,S76,FALSE
G6,7.116053669030601,healthy,S76,FALSE
G107,8.476871772498589,healthy,S76,FALSE
G61,10.03480997890552,healthy,S76,FALSE
G80,7.692048642337922,healthy,S76,FALSE
G14,8.284869853439863,healthy,S76,FALSE
G63,7.151200661726429,healthy,S76,FALSE
G43,7.182588610664966,healthy,S76,TRUE
G41,8.139010891234378,healthy,S76,FALSE
G72,7.882586252039364,healthy,S76,FALSE
G39,9.309904510592036,healthy,S76,FALSE
G37,6.1492559627622665,healthy,S76,FALSE
G93,7.081197848443296,healthy,S76,FALSE
G33,8.13915530742644,healthy,S76,FALSE
G18,8.495159676931209,healthy,S76,FALSE
G114,8.758308227066735,healthy,S76,FALSE
G103,8.04816079460324,healthy,S76,FALSE
G48,6.93654358045846,healthy,S76,FALSE
G110,9.408106969117028,healthy,S76,TRUE
G38,6.507931240921264,healthy,S76,FALSE
G68,7.412452895589393,healthy,S76,TRUE
G11,7.4354696129997855,healthy,S76,FALSE
G84,8.992444350948364,healthy,S76,FALSE
G106,8.43058997315633,healthy,S76,FALSE
G78,7.859684978275201,healthy,S76,FALSE
G16,7.607789412046506,healthy,S76,TRUE
G102,8.388900403096336,healthy,S76,FALSE
G65,10.185945930632954,healthy,S76,FALSE
G46,7.8387093305657825,healthy,S76,FALSE
G94,7.476479463724534,healthy,S76,FALSE
G69,7.901065074060141,healthy,S76,FALSE
G116,7.0389678988023885,healthy,S76,FALSE
G67,5.882628684439714,healthy,S76,FALSE
G87,9.087820709333618,healthy,S76,FALSE
G89,8.103110319852465,healthy,S76,FALSE
G42,6.668956994081814,healthy,S76,FALSE
G49,8.329339631528587,healthy,S76,FALSE
G34,8.71128221563976,healthy,S76,FALSE
G50,8.429394713621862,healthy,S76,FALSE
G8,8.624777139993402,healthy,S76,FALSE
G79,7.839834567886022,healthy,S76,TRUE
G112,7.830689932445226,healthy,S76,TRUE
G109,8.346151472255507,healthy,S76,TRUE
G92,9.235325798948763,healthy,S76,FALSE
G58,9.4465130573211,healthy,S76,FALSE
G7,5.9363213372112105,healthy,S76,TRUE
G101,8.780073200535298,healthy,S76,FALSE
G77,8.622098351967715,healthy,S76,FALSE
G31,8.552695320350036,healthy,S76,FALSE
G9,7.407348343209885,healthy,S76,FALSE
G64,7.473294462196328,healthy,S76,FALSE
G35,7.842040731575,healthy,S76,FALSE
G98,8.741511555323672,healthy,S76,FALSE
G113,8.209971058917946,healthy,S76,FALSE
G22,6.922879914340575,healthy,S76,FALSE
G25,8.404349895260962,healthy,S76,FALSE
G2,6.7737973009519745,healthy,S76,FALSE
G32,11.144212139370337,healthy,S76,FALSE
G81,9.751270770052052,healthy,S76,FALSE
G15,6.684829231736906,healthy,S76,FALSE
G51,8.651505084133852,healthy,S76,FALSE
G44,6.865300022397058,healthy,S76,FALSE
G20,8.34209516926921,healthy,S76,FALSE
G95,6.472840792825888,healthy,S76,FALSE
G111,7.656789866609617,healthy,S76,TRUE
G62,7.696159241631972,healthy,S76,FALSE
G70,7.482537933168356,healthy,S76,FALSE
G24,8.373517795179742,healthy,S76,FALSE
G96,8.26816976986722,healthy,S76,FALSE
G56,7.373325258523817,healthy,S76,FALSE
G115,8.441385019827818,healthy,S76,FALSE
G36,5.691696132393579,healthy,S76,FALSE
G47,7.032457282518621,healthy,S76,FALSE
G17,8.928076943118969,healthy,S76,FALSE
G19,8.4106479734291,healthy,S76,TRUE
G57,11.480561454983508,healthy,S76,FALSE
G60,7.932367802554391,healthy,S76,FALSE
G26,7.479130018583167,healthy,S76,FALSE
G27,7.248381131272874,healthy,S76,FALSE
G91,7.716365086477296,healthy,S76,FALSE
G3,7.3318710928995126,healthy,S76,FALSE
G75,9.226619180422672,healthy,S76,FALSE
G45,10.120540703973413,healthy,S76,FALSE
G104,8.937260588766655,healthy,S76,FALSE
G10,7.592064825735971,healthy,S76,FALSE
G83,9.394322125841907,healthy,S76,FALSE
G74,7.646227812034454,healthy,S76,FALSE
G53,8.774757819465373,healthy,S76,FALSE
G100,8.165825862761308,healthy,S76,FALSE
G54,9.343505982473452,healthy,S76,FALSE
G99,7.211974986755127,healthy,S76,FALSE
G55,8.288120889428889,healthy,S76,FALSE
G59,9.167948711827131,healthy,S76,FALSE
G86,6.442731283679844,healthy,S76,FALSE
G1,9.970953767402525,healthy,S76,FALSE
G52,6.362189301209094,healthy,S76,FALSE
G12,8.569298040930105,healthy,S76,FALSE
G105,8.844850517787574,healthy,S76,FALSE
G73,7.0173783727744174,healthy,S76,FALSE
G29,10.414741078088412,healthy,S76,FALSE
G76,7.686251393673592,healthy,S76,FALSE
G85,8.187957859382951,healthy,S76,FALSE
G21,7.116830832248815,healthy,S76,FALSE
G23,9.106012844434844,healthy,S76,TRUE
G13,6.710340838766007,healthy,S76,FALSE
G4,8.860563585947691,healthy,S76,FALSE
G90,8.147520582484052,healthy,S76,TRUE
G82,7.887013136927563,healthy,S76,FALSE
G30,7.488459859891953,healthy,S44,TRUE
G40,8.708428971685562,healthy,S44,FALSE
G71,8.280944993421278,healthy,S44,TRUE
G28,6.813397567710165,healthy,S44,FALSE
G108,6.864705047003892,healthy,S44,FALSE
G97,9.445131629045528,healthy,S44,FALSE
G5,7.519734053510108,healthy,S44,FALSE
G66,8.452349198412126,healthy,S44,FALSE
G88,8.388634782714146,healthy,S44,FALSE
G6,5.4828389026332935,healthy,S44,FALSE
G107,8.368625790685067,healthy,S44,FALSE
G61,8.148616724614238,healthy,S44,FALSE
G80,9.233850468648628,healthy,S44,FALSE
G14,7.341193062287416,healthy,S44,FALSE
G63,7.063515918624114,healthy,S44,FALSE
G43,8.748595430584821,healthy,S44,TRUE
G41,7.372513092817968,healthy,S44,FALSE
G72,9.11925247587298,healthy,S44,FALSE
G39,8.060520662060197,healthy,S44,FALSE
G37,7.248841406033808,healthy,S44,FALSE
G93,7.4984632618852585,healthy,S44,FALSE
G33,6.940085609571327,healthy,S44,FALSE
G18,8.656215251005852,healthy,S44,FALSE
G114,8.338827933535638,healthy,S44,FALSE
G103,8.476069970317926,healthy,S44,FALSE
G48,7.77461536622187,healthy,S44,FALSE
G110,6.818437782420049,healthy,S44,TRUE
G38,8.341523386015389,healthy,S44,FALSE
G68,8.425942768077388,healthy,S44,TRUE
G11,6.790116939971014,healthy,S44,FALSE
G84,8.542623395409624,healthy,S44,FALSE
G106,7.1473701569247945,healthy,S44,FALSE
G78,6.658576194343233,healthy,S44,FALSE
G16,7.786858096132534,healthy,S44,TRUE
G102,6.5827873950481015,healthy,S44,FALSE
G65,7.789023750384639,healthy,S44,FALSE
G46,8.730790333622569,healthy,S44,FALSE
G94,9.767584125026993,healthy,S44,FALSE
G69,10.368279905652622,healthy,S44,FALSE
G116,7.0603104433594135,healthy,S44,FALSE
G67,7.25344562471707,healthy,S44,FALSE
G87,7.492398514551693,healthy,S44,FALSE
G89,7.7089331236756395,healthy,S44,FALSE
G42,7.419950968265537,healthy,S44,FALSE
G49,6.532536372784903,healthy,S44,FALSE
G34,7.419690588612587,healthy,S44,FALSE
G50,7.611575665181292,healthy,S44,FALSE
G8,9.102306679833358,healthy,S44,FALSE
G79,7.3006173527102804,healthy,S44,TRUE
G112,8.342761924725474,healthy,S44,TRUE
G109,7.359973448302852,healthy,S44,TRUE
G92,7.789107324684752,healthy,S44,FALSE
G58,6.913896252635995,healthy,S44,FALSE
G7,9.904420693163376,healthy,S44,TRUE
G101,8.795892692106431,healthy,S44,FALSE
G77,9.90797549661251,healthy,S44,FALSE
G31,6.720983730069657,healthy,S44,FALSE
G9,7.811779002210722,healthy,S44,FALSE
G64,7.1277153474665,healthy,S44,FALSE
G35,6.65092210910209,healthy,S44,FALSE
G98,7.906605819528875,healthy,S44,FALSE
G113,9.334297071480664,healthy,S44,FALSE
G22,8.25359468867289,healthy,S44,FALSE
G25,6.3779932452394466,healthy,S44,FALSE
G2,7.860450562637108,healthy,S44,FALSE
G32,6.843018634015193,healthy,S44,FALSE
G81,7.1181898421729795,healthy,S44,FALSE
G15,7.882787517921288,healthy,S44,FALSE
G51,10.354732782134603,healthy,S44,FALSE
G44,7.97966460294551,healthy,S44,FALSE
G20,6.621859604298979,healthy,S44,FALSE
G95,8.413871300569406,healthy,S44,FALSE
G111,6.785528435837968,healthy,S44,TRUE
G62,6.621671227016651,healthy,S44,FALSE
G70,6.234132072909565,healthy,S44,FALSE
G24,7.777383379323307,healthy,S44,FALSE
G96,7.342202829787682,healthy,S44,FALSE
G56,8.363058350293661,healthy,S44,FALSE
G115,9.033676340070468,healthy,S44,FALSE
G36,9.317869473356188,healthy,S44,FALSE
G47,8.323976807636104,healthy,S44,FALSE
G17,8.213253941188073,healthy,S44,FALSE
G19,7.746177376937637,healthy,S44,TRUE
G57,8.9324588450652,healthy,S44,FALSE
G60,7.630115857907301,healthy,S44,FALSE
G26,7.638215243355525,healthy,S44,FALSE
G27,7.130094620097567,healthy,S44,FALSE
G91,6.970950071902198,healthy,S44,FALSE
G3,6.677837063234181,healthy,S44,FALSE
G75,9.07685890085991,healthy,S44,FALSE
G45,7.206892098167505,healthy,S44,FALSE
G104,8.574074583506327,healthy,S44,FALSE
G10,7.020785195850402,healthy,S44,FALSE
G83,7.771911391441951,healthy,S44,FALSE
G74,7.2662212237315416,healthy,S44,FALSE
G53,8.201094373628194,healthy,S44,FALSE
G100,7.075083675481708,healthy,S44,FALSE
G54,10.766091928848809,healthy,S44,FALSE
G99,7.2951338342247,healthy,S44,FALSE
G55,7.100048111911407,healthy,S44,FALSE
G59,5.74879609080071,healthy,S44,FALSE
G86,8.74963683091779,healthy,S44,FALSE
G1,7.705876204905902,healthy,S44,FALSE
G52,7.7110759002780425,healthy,S44,FALSE
G12,8.29190241159943,healthy,S44,FALSE
G105,9.371195107870257,healthy,S44,FALSE
G73,7.357602889240776,healthy,S44,FALSE
G29,9.506132986513173,healthy,S44,FALSE
G76,9.629584016864632,healthy,S44,FALSE
G85,6.9153836830116,healthy,S44,FALSE
G21,6.835808357632617,healthy,S44,FALSE
G23,7.238585789622139,healthy,S44,TRUE
G13,7.071189347388785,healthy,S44,FALSE
G4,8.778578587931692,healthy,S44,FALSE
G90,7.257296509892034,healthy,S44,TRUE
G82,7.836517765683637,healthy,S44,FALSE
G30,6.005775040685238,unknown,S48,TRUE
G40,7.158047230116074,unknown,S48,FALSE
G71,7.137239465211372,unknown,S48,TRUE
G28,8.715988148603378,unknown,S48,FALSE
G108,7.430525616923957,unknown,S48,FALSE
G97,6.702908186223554,unknown,S48,FALSE
G5,7.661724745279711,unknown,S48,FALSE
G66,7.800496896224995,unknown,S48,FALSE
G88,6.016174273002572,unknown,S48,FALSE
G6,9.393578739461024,unknown,S48,FALSE
G107,8.171347864731368,unknown,S48,FALSE
G61,8.032146020646332,unknown,S48,FALSE
G80,7.745722815138122,unknown,S48,FALSE
G14,7.328712755359143,unknown,S48,FALSE
G63,5.572976844029837,unknown,S48,FALSE
G43,6.741997482876806,unknown,S48,TRUE
G41,7.4421570969811,unknown,S48,FALSE
G72,8.212180915971372,unknown,S48,FALSE
G39,8.285509626115234,unknown,S48,FALSE
G37,8.95956775905592,unknown,S48,FALSE
G93,8.91801553287353,unknown,S48,FALSE
G33,8.248018860405244,unknown,S48,FALSE
G18,8.212254428716077,unknown,S48,FALSE
G114,9.077019089985159,unknown,S48,FALSE
G103,8.28132734681326,unknown,S48,FALSE
G48,8.371194972982966,unknown,S48,FALSE
G110,8.399568604412773,unknown,S48,TRUE
G38,9.241057353701214,unknown,S48,FALSE
G68,7.960412441436744,unknown,S48,TRUE
G11,9.120802842209923,unknown,S48,FALSE
G84,8.66929940960662,unknown,S48,FALSE
G106,7.919893518542283,unknown,S48,FALSE
G78,7.781491607258355,unknown,S48,FALSE
G16,8.842192234313389,unknown,S48,TRUE
G102,8.449332539963116,unknown,S48,FALSE
G65,8.225522461331892,unknown,S48,FALSE
G46,7.713480050899845,unknown,S48,FALSE
G94,8.34267262658354,unknown,S48,FALSE
G69,9.824086792488686,unknown,S48,FALSE
G116,10.19322829598876,unknown,S48,FALSE
G67,7.615029022030784,unknown,S48,FALSE
G87,8.16936102632702,unknown,S48,FALSE
G89,6.725536352639264,unknown,S48,FALSE
G42,6.778753423284742,unknown,S48,FALSE
G49,9.255199031941002,unknown,S48,FALSE
G34,8.668413154692576,unknown,S48,FALSE
G50,7.854179294692672,unknown,S48,FALSE
G8,6.935840435285339,unknown,S48,FALSE
G79,7.201821230538183,unknown,S48,TRUE
G112,9.003591466385851,unknown,S48,TRUE
G109,9.076691913029332,unknown,S48,TRUE
G92,5.831579193114436,unknown,S48,FALSE
G58,9.170409951245507,unknown,S48,FALSE
G7,6.630582656783496,unknown,S48,TRUE
G101,8.402918887459746,unknown,S48,FALSE
G77,5.473467076577487,unknown,S48,FALSE
G31,8.913036917853866,unknown,S48,FALSE
G9,7.093555276422702,unknown,S48,FALSE
G64,7.080612040728504,unknown,S48,FALSE
G35,7.3375418840303945,unknown,S48,FALSE
G98,7.836801804291573,unknown,S48,FALSE
G113,8.351746811458261,unknown,S48,FALSE
G22,10.350768323476382,unknown,S48,FALSE
G25,5.0538009421193575,unknown,S48,FALSE
G2,8.893154291160624,unknown,S48,FALSE
G32,8.137061070515996,unknown,S48,FALSE
G81,8.337141125852277,unknown,S48,FALSE
G15,8.933664877496208,unknown,S48,FALSE
G51,7.962844463720676,unknown,S48,FALSE
G44,7.265152221028624,unknown,S48,FALSE
G20,8.59117292323764,unknown,S48,FALSE
G95,8.249893446325743,unknown,S48,FALSE
G111,8.471527686653443,unknown,S48,TRUE
G62,8.045832310088311,unknown,S48,FALSE
G70,8.239161098764752,unknown,S48,FALSE
G24,7.871945681704802,unknown,S48,FALSE
G96,9.633321747617217,unknown,S48,FALSE
G56,7.231126873157403,unknown,S48,FALSE
G115,9.352379488051199,unknown,S48,FALSE
G36,7.950171007327024,unknown,S48,FALSE
G47,6.962725218352463,unknown,S48,FALSE
G17,8.966970426362238,unknown,S48,FALSE
G19,7.836371807295074,unknown,S48,TRUE
G57,7.68123626221701,unknown,S48,FALSE
G60,5.694471315286897,unknown,S48,FALSE
G26,6.6186591736405624,unknown,S48,FALSE
G27,10.167322634246927,unknown,S48,FALSE
G91,8.046222318618552,unknown,S48,FALSE
G3,6.903685329553329,unknown,S48,FALSE
G75,9.390228989741834,unknown,S48,FALSE
G45,8.98419468908429,unknown,S48,FALSE
G104,8.576534951469837,unknown,S48,FALSE
G10,9.024901575129514,unknown,S48,FALSE
G83,7.169856470721707,unknown,S48,FALSE
G74,7.387583030629043,unknown,S48,FALSE
G53,7.244956664183017,unknown,S48,FALSE
G100,7.934996558226725,unknown,S48,FALSE
G54,7.933607306595493,unknown,S48,FALSE
G99,9.924711523127886,unknown,S48,FALSE
G55,8.31214445568648,unknown,S48,FALSE
G59,6.954539296807656,unknown,S48,FALSE
G86,8.373356201515215,unknown,S48,FALSE
G1,9.495182528461175,unknown,S48,FALSE
G52,9.094886970929235,unknown,S48,FALSE
G12,9.08595716168258,unknown,S48,FALSE
G105,7.175589693134361,unknown,S48,FALSE
G73,6.395179700313325,unknown,S48,FALSE
G29,10.040894031467477,unknown,S48,FALSE
G76,8.489081722528342,unknown,S48,FALSE
G85,6.83582940413672,unknown,S48,FALSE
G21,10.04500356700089,unknown,S48,FALSE
G23,8.347154957743458,unknown,S48,TRUE
G13,8.878942736392078,unknown,S48,FALSE
G4,8.749727008227904,unknown,S48,FALSE
G90,6.4611385342727985,unknown,S48,TRUE
G82,9.015359694358516,unknown,S48,FALSE
G30,7.628966999748471,unknown,S1,TRUE
G40,9.365520949776887,unknown,S1,FALSE
G71,7.444195794632411,unknown,S1,TRUE
G28,8.065945587647688,unknown,S1,FALSE
G108,8.465029603282435,unknown,S1,FALSE
G97,10.472400551567219,unknown,S1,FALSE
G5,7.914321282536931,unknown,S1,FALSE
G66,8.920320628014279,unknown,S1,FALSE
G88,7.854080259366083,unknown,S1,FALSE
G6,8.117931416187295,unknown,S1,FALSE
G107,6.313866898824105,unknown,S1,FALSE
G61,7.433521659492881,unknown,S1,FALSE
G80,7.3983935357697375,unknown,S1,FALSE
G14,7.240798259978541,unknown,S1,FALSE
G63,8.669680889582835,unknown,S1,FALSE
G43,7.186753667126273,unknown,S1,TRUE
G41,9.08288039370963,unknown,S1,FALSE
G72,9.14370305093034,unknown,S1,FALSE
G39,8.519419579147844,unknown,S1,FALSE
G37,8.117096046887541,unknown,S1,FALSE
G93,7.689904133885754,unknown,S1,FALSE
G33,8.611518155838674,unknown,S1,FALSE
G18,6.668309176700766,unknown,S1,FALSE
G114,8.565629016382836,unknown,S1,FALSE
G103,9.639760660542425,unknown,S1,FALSE
G48,7.09134990291042,unknown,S1,FALSE
G110,8.640008941456697,unknown,S1,TRUE
G38,7.2304747708529895,unknown,S1,FALSE
G68,6.989426629186537,unknown,S1,TRUE
G11,8.46975397555365,unknown,S1,FALSE
G84,6.079983612176216,unknown,S1,FALSE
G106,8.431996142846383,unknown,S1,FALSE
G78,8.086666013043562,unknown,S1,FALSE
G16,7.430340579972808,unknown,S1,TRUE
G102,8.818183567758245,unknown,S1,FALSE
G65,6.788069981788112,unknown,S1,FALSE
G46,7.365119123129759,unknown,S1,FALSE
G94,8.730629600841738,unknown,S1,FALSE
G69,9.217549479727595,unknown,S1,FALSE
G116,7.454490551762701,unknown,S1,FALSE
G67,7.299574963070245,unknown,S1,FALSE
G87,9.152195108548064,unknown,S1,FALSE
G89,9.087327175089248,unknown,S1,FALSE
G42,7.241553958927759,unknown,S1,FALSE
G49,7.115208923420472,unknown,S1,FALSE
G34,7.334892681260368,unknown,S1,FALSE
G50,6.81237877126857,unknown,S1,FALSE
G8,7.560567730361649,unknown,S1,FALSE
G79,8.602960499455081,unknown,S1,TRUE
G112,9.016261891544987,unknown,S1,TRUE
G109,6.773790281550354,unknown,S1,TRUE
G92,8.308267367258864,unknown,S1,FALSE
G58,9.272448894195836,unknown,S1,FALSE
G7,5.957647985460957,unknown,S1,TRUE
